Rank,Player,Nation,Primary_Positions,Secondary_Position,Competion,Age,Born,MP,Starts,Minutes,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
2112,Benito Ramírez,no NOR,Midfielder,Forward,de Bundesliga,23,1999,10,0,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,6,15,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
1773,Assane Diao,it ITA,MiDefenderielder,, Serie A,19,2003,25,16,1103,12.3,1,1,2,1,0,0,3,0,1.2,1.2,1.1,2.3,22,43,62,0.08,0.08,0.16,0.08,0.16,0.1,0.09,0.19,0.1,0.19
2484,José Luis Morales,it ITA,Forward,, Serie A,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66,33,139,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41
2289,Youssouf Sabaly,cd COD,MiDefenderielder,, Premier League,30,1993,27,11,1101,12.2,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,10,34,15,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09
793,Matthis Abline,ng NGA,Defender,, Serie A,27,1995,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,34,37,35,0,0.08,0.08,0,0.08,0.02,0.07,0.1,0.02,0.1
2117,Taiwo Awoniyi,de GER,Forward,Midfielder,de Bundesliga,29,1994,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3,6,28,0.28,0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25
2118,Panos Katseris,eng ENG,Midfielder,,Premier League,27,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,3,19,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02
2119,Isaac Romero,eng ENG,Midfielder,,Premier League,27,1995,4,0,93,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,7,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07
2120,Jordan Zemura,eng ENG,Forward,,Premier League,21,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
61,Mohamed Camara,ng NGA,Defender,,Bundliga,28,1995,17,11,1097,12.2,0,0,0,0,0,0,7,0,0.3,0.3,0.3,0.6,10,55,9,0,0,0,0,0,0.02,0.02,0.05,0.02,0.05
2122,Grant Ranos,it ITA,Forward,,Serie A,22,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12
343,Mohammed Salisu,br BRA,Forward,Midfielder, Ligue 1,18,2004,21,11,1094,12.2,0,3,3,0,0,0,1,0,0.4,0.4,3.3,3.7,50,59,109,0,0.25,0.25,0,0.25,0.04,0.27,0.31,0.04,0.31
2124,Nicolai Rapp,de GER,Midfielder,Forward,de Bundesliga,27,1995,22,1,327,3.6,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,12,12,34,0,0.28,0.28,0,0.28,0.08,0.21,0.29,0.08,0.29
1931,Ibrahim Sangaré,fr FRA,Defender,, Ligue 1,26,1997,13,13,1092,12.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,25,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
650,Ramy Bensebaini,wls WAL,Defender,, Premier League,30,1993,17,12,1090,12.1,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,13,71,20,0.08,0,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23
2472,Junior Sambia,es ESP,MiDefenderielder,Defender, Ligue 1,26,1997,24,12,1090,12.1,2,2,4,2,0,0,1,0,1.5,1.5,2.4,3.9,15,74,59,0.17,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32
2128,Tiago Tomás,ar ARG,Midfielder,Forward,Serie A,22,2001,11,0,200,2.2,0,2,2,0,0,0,0,0,0.5,0.5,1,1.5,4,5,20,0,0.9,0.9,0,0.9,0.22,0.47,0.69,0.22,0.69
1371,Álex Moreno,ci CIV,Forward,, Serie A,25,1997,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12,41,110,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31
2504,Ander Herrera,de GER,Defender,,Bundliga,28,1995,17,12,1088,12.1,2,0,2,2,0,0,4,0,0.2,0.2,0,0.2,5,37,1,0.17,0,0.17,0.17,0.17,0.02,0,0.02,0.02,0.02
1271,Elliot Anderson,dk DEN,Defender,, Premier League,33,1990,14,12,1087,12.1,1,0,1,1,0,0,4,0,0.7,0.7,0.9,1.7,5,50,4,0.08,0,0.08,0.08,0.08,0.06,0.08,0.14,0.06,0.14
2114,Grejohn Kyei,it ITA,Defender,, Serie A,25,1997,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,44,44,36,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
1156,Jordy Makengo,cm CMR,MiDefenderielder,, Serie A,25,1998,15,12,1084,12,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,57,6,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
2134,Nathan Redmond,it ITA,GK,,Serie A,33,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,Khalil Fayad,fr FRA,Forward,Midfielder, Ligue 1,17,2006,30,11,1084,12,5,3,8,5,0,0,1,0,3.5,3.5,1.8,5.3,10,12,63,0.42,0.25,0.66,0.42,0.66,0.29,0.15,0.44,0.29,0.44
2136,Oussama Targhalline,it ITA,Midfielder,,Serie A,18,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1908,Pepe Reina,eng ENG,Forward,, Premier League,24,1999,27,10,1082,12,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22,20,77,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45
2138,Nathan Zeze,it ITA,Midfielder,,Serie A,24,1999,11,3,319,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,11,10,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12
2139,Mathias Honsak,fr FRA,Midfielder,,Serie A,30,1993,2,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0.02,0.02,0,0.02
2140,Felix Nmecha,de GER,Midfielder,,de Bundesliga,22,2001,2,0,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,4,0,0,0,0,0,0.09,0.1,0.19,0.09,0.19
1434,Carles Aleñá,eng ENG,Defender,, Premier League,29,1993,16,13,1080,12,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
2142,Wesley Saïd,de GER,Forward,,de Bundesliga,32,1991,9,4,446,5,0,1,1,0,0,0,0,0,1,1,0.6,1.5,5,13,26,0,0.2,0.2,0,0.2,0.2,0.11,0.31,0.2,0.31
1574,Jacob Brown,pl POL,GoalKeeper,, Ligue 1,23,1999,12,12,1080,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2308,Abdou Harroui,ng NGA,Forward,, La Liga,26,1997,26,12,1077,12,3,1,4,3,0,0,4,0,3.6,3.6,1.1,4.7,18,13,74,0.25,0.08,0.33,0.25,0.33,0.3,0.09,0.39,0.3,0.39
929,Gio Reyna,es ESP,Defender,, La Liga,28,1994,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.1,0.1,0.7,0.8,46,45,70,0,0.08,0.08,0,0.08,0.01,0.06,0.07,0.01,0.07
2036,Samuel Chukwueze,xk KVX,Defender,,Bundliga,28,1994,17,11,1075,11.9,0,0,0,0,0,0,0,0,0.4,0.4,1.7,2.1,26,45,29,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17
2147,Aitor Ruibal,es ESP,Forward,,La Liga,31,1992,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,3,3,3,0,0,0,0,0,0.15,0.14,0.29,0.15,0.29
1194,Rodrigo Ribeiro,dk DEN,Forward,, Serie A,22,2001,28,12,1074,11.9,3,1,4,3,0,0,3,0,1.6,1.6,2.6,4.2,36,21,95,0.25,0.08,0.34,0.25,0.34,0.13,0.22,0.35,0.13,0.35
691,Federico Bonazzoli,gn GUI,Defender,Midfielder, La Liga,26,1996,14,12,1073,11.9,1,0,1,1,0,0,6,0,0.7,0.7,0,0.8,7,29,1,0.08,0,0.08,0.08,0.08,0.06,0,0.06,0.06,0.06
1417,Jens Cajuste,tn TUN,MiDefenderielder,,Bundliga,26,1996,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1,1.7,24,56,41,0,0.25,0.25,0,0.25,0.06,0.09,0.14,0.06,0.14
2151,Justin Njinmah,es ESP,Midfielder,,La Liga,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2780,Alex Scott,de GER,Defender,Forward,Bundliga,27,1995,21,13,1070,11.9,3,1,4,3,0,0,4,0,1.3,1.3,1.4,2.6,17,49,64,0.25,0.08,0.34,0.25,0.34,0.11,0.11,0.22,0.11,0.22
1359,Iván Villar,ml MLI,Defender,, Ligue 1,19,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22,37,86,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18
2506,Matías Viña,de GER,Defender,,Bundliga,27,1996,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.3,0.3,3.2,3.5,34,85,46,0,0.42,0.42,0,0.42,0.03,0.27,0.29,0.03,0.29
2514,Edoardo Goldaniga,eng ENG,Defender,Midfielder, Premier League,29,1994,16,12,1064,11.8,1,0,1,1,0,0,2,0,1,1,0.2,1.3,16,57,24,0.08,0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11
2156,Fabian Rieder,ba BIH,Midfielder,,Ligue 1,29,1993,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,5,0,0,0,0,0,0,0.01,0.23,0.24,0.01,0.24
2379,Jaïro Riedewald,cz CZE,Forward,,Bundliga,27,1996,20,12,1063,11.8,7,0,7,6,1,1,1,0,6,5.3,1,6.2,7,17,88,0.59,0,0.59,0.51,0.51,0.51,0.08,0.59,0.44,0.53
902,Kevin Sessa,ar ARG,Defender,, La Liga,25,1998,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,19,51,28,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11
1182,Umut Tohumcu,ng NGA,Forward,, Serie A,21,2001,25,11,1061,11.8,1,1,2,1,0,0,2,0,2.4,2.4,0.7,3.1,11,10,70,0.08,0.08,0.17,0.08,0.17,0.21,0.06,0.26,0.21,0.26
2160,Rémy Riou,co COL,Defender,Midfielder,de Bundesliga,20,2003,7,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,8,1,0,0,0,0,0,0.18,0.16,0.34,0.18,0.34
1073,Anthony Rouault,de GER,Defender,,Bundliga,30,1993,15,13,1060,11.8,1,2,3,1,0,0,1,0,0.5,0.5,2.1,2.6,15,23,63,0.08,0.17,0.25,0.08,0.25,0.04,0.18,0.22,0.04,0.22
2162,Alberto Risco,es ESP,Forward,Defender,La Liga,22,2001,11,3,255,2.8,0,0,0,0,0,0,3,0,0,0,0.3,0.3,4,8,17,0,0,0,0,0,0,0.1,0.1,0,0.1
2213,Nabil Alioui,br BRA,MiDefenderielder,Forward, Serie A,21,2002,22,13,1059,11.8,2,2,4,2,0,0,3,0,1.3,1.3,1.9,3.2,10,32,42,0.17,0.17,0.34,0.17,0.34,0.11,0.16,0.27,0.11,0.27
2164,Matt Ritchie,ro ROU,Forward,,Serie A,27,1996,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5,3,17,0,0,0,0,0,0.98,0.04,1.02,0.98,1.02
985,Gorka Rivera Alonso,eng ENG,Forward,Midfielder,Bundliga,18,2004,25,14,1058,11.8,1,4,5,1,0,0,1,0,2.2,2.2,2.8,5,64,26,105,0.09,0.34,0.43,0.09,0.43,0.19,0.24,0.43,0.19,0.43
2166,Jack Grealish,pt POR,Midfielder,,Serie A,23,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
837,Lucas Beraldo,it ITA,MiDefenderielder,Forward, Serie A,20,2003,27,11,1057,11.7,5,2,7,5,0,0,4,0,4.2,4.2,1.9,6,11,17,41,0.43,0.17,0.6,0.43,0.6,0.35,0.16,0.51,0.35,0.51
627,Rodrigo Bentancur,be BEL,Defender,, Premier League,21,2002,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7,35,9,0.09,0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
2169,Nathan Patterson,rs SRB,Midfielder,Forward,Serie A,27,1996,10,4,374,4.2,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,11,7,24,0.72,0,0.72,0.72,0.72,0.41,0.05,0.46,0.41,0.46
2170,Arne Maier,rs SRB,Midfielder,Defender,La Liga,27,1996,11,4,353,3.9,0,0,0,0,0,0,0,0,1.6,1.6,0.6,2.2,23,12,43,0,0,0,0,0,0.4,0.16,0.55,0.4,0.55
2311,Michael Amir Murillo,ml MLI,Defender,, Ligue 1,24,1999,13,12,1054,11.7,2,0,2,2,0,0,5,0,1.2,1.2,0.3,1.5,7,25,5,0.17,0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13
2172,Sebastian Rode,ro ROU,GK,,Premier League,26,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,Sergio Rodelas,eng ENG,Forward,, Premier League,21,2002,23,13,1053,11.7,5,2,7,4,1,1,2,0,2.5,1.7,2.6,4.3,76,52,136,0.43,0.17,0.6,0.34,0.51,0.21,0.23,0.44,0.14,0.37
1740,Andrea Petagna,br BRA,MiDefenderielder,Defender, Serie A,32,1991,18,13,1053,11.7,1,0,1,1,0,0,0,0,1.6,1.6,1.3,2.9,35,29,75,0.09,0,0.09,0.09,0.09,0.14,0.11,0.25,0.14,0.25
2175,Andreas Hanche-Olsen,ma MAR,Forward,,La Liga,19,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1732,Rafael Borré,sn SEN,MiDefenderielder,, Ligue 1,31,1992,16,13,1052,11.7,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,21,84,13,0,0.09,0.09,0,0.09,0.02,0.09,0.11,0.02,0.11
2177,Damián Rodríguez,de GER,Forward,Midfielder,de Bundesliga,18,2005,3,0,30,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0,0.9,0,1,2,0,0,0,0,0,2.79,0,2.79,2.79,2.79
1213,Callum Wilson,hr CRO,MiDefenderielder,,Bundliga,26,1997,14,13,1051,11.7,2,1,3,2,0,0,4,0,0.8,0.8,0.3,1,11,56,10,0.17,0.09,0.26,0.17,0.26,0.07,0.02,0.09,0.07,0.09
2179,Juan Musso,eng ENG,Midfielder,Forward,Premier League,20,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0,0,0,0,0,0.28,0.1,0.38,0.28,0.38
2253,Sven Ulreich,es ESP,Forward,Midfielder, La Liga,23,2000,29,9,1051,11.7,0,0,0,0,0,0,0,0,1.1,1.1,1.2,2.2,49,65,116,0,0,0,0,0,0.09,0.1,0.19,0.09,0.19
2566,Álex Centelles,fr FRA,Forward,Midfielder,Bundliga,18,2005,30,6,1050,11.7,7,5,12,7,0,0,2,0,3.7,3.7,2.3,6,45,27,122,0.6,0.43,1.03,0.6,1.03,0.32,0.2,0.52,0.32,0.52
854,Miguel Rodríguez,fr FRA,MiDefenderielder,Forward, La Liga,30,1993,19,10,1049,11.7,1,2,3,1,0,0,1,0,2.2,2.2,2.3,4.6,32,67,77,0.09,0.17,0.26,0.09,0.26,0.19,0.2,0.39,0.19,0.39
2183,Mattia Viti,es ESP,Forward,Midfielder,La Liga,28,1995,20,2,384,4.3,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,13,5,46,0.23,0.23,0.47,0.23,0.47,0.09,0.13,0.22,0.09,0.22
699,Lucas Mincarelli,es ESP,Forward,, La Liga,17,2005,18,13,1048,11.6,2,0,2,2,0,0,4,0,2.5,2.5,0.7,3.2,33,20,101,0.17,0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28
1531,Alejandro Pozo Pozo,es ESP,Forward,Midfielder, La Liga,36,1987,29,8,1048,11.6,7,0,7,7,0,0,0,0,5.6,5.6,0.6,6.1,29,17,79,0.6,0,0.6,0.6,0.6,0.48,0.05,0.52,0.48,0.52
2302,Adrian Beck,sn SEN,Defender,, La Liga,30,1993,12,12,1046,11.6,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.6,31,47,43,0,0.09,0.09,0,0.09,0.01,0.04,0.05,0.01,0.05
9,Luca Koleosho,fr FRA,Forward,, Ligue 1,20,2003,22,12,1044,11.6,5,0,5,5,0,0,1,0,3.8,3.8,2,5.8,28,20,87,0.43,0,0.43,0.43,0.43,0.33,0.17,0.5,0.33,0.5
165,Gedeon Kalulu,ng NGA,Forward,, Premier League,25,1997,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,45,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56
1311,George Baldock,gr GRE,Defender,, Ligue 1,22,2001,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24,21,86,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25
2271,Nicola Zalewski,es ESP,Forward,, La Liga,23,2000,14,14,1039,11.5,4,4,8,4,0,0,2,0,7.3,7.3,1.7,9,31,16,64,0.35,0.35,0.69,0.35,0.69,0.63,0.15,0.78,0.63,0.78
2826,Carlos Romero,zw ZIM,Defender,, Serie A,23,1999,27,10,1038,11.5,1,0,1,1,0,0,1,0,0.8,0.8,0.4,1.2,23,32,52,0.09,0,0.09,0.09,0.09,0.07,0.03,0.1,0.07,0.1
434,Óscar Rodríguez Arnaiz,ml MLI,MiDefenderielder,, Ligue 1,23,2000,20,14,1035,11.5,1,2,3,0,1,1,4,0,1.5,0.7,0.6,1.3,14,76,22,0.09,0.17,0.26,0,0.17,0.13,0.06,0.18,0.06,0.11
2193,Domingos André Ribeiro Almeida,am ARM,Midfielder,Forward,de Bundesliga,20,2003,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,3,4,0,0,0,0,0,0.45,0,0.45,0.45,0.45
2321,Luka Romero,gh GHA,Defender,, Ligue 1,24,1999,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.5,7,72,6,0,0.09,0.09,0,0.09,0.02,0.02,0.04,0.02,0.04
2195,Rafael Tolói,de GER,Defender,,de Bundesliga,26,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2350,Mateusz Wieteska,ci CIV,MiDefenderielder,, Premier League,25,1997,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1,5,44,7,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
279,Frank Ronstadt,dz ALG,Defender,,Bundliga,28,1995,17,11,1033,11.5,0,0,0,0,0,0,4,1,1.7,1.7,0.4,2.1,17,75,63,0,0,0,0,0,0.15,0.03,0.18,0.15,0.18
2331,Felix Passlack,fr FRA,Defender,Midfielder, Serie A,26,1996,18,10,1032,11.5,1,2,3,1,0,0,4,0,0.5,0.5,0.9,1.4,23,41,37,0.09,0.17,0.26,0.09,0.26,0.05,0.07,0.12,0.05,0.12
2605,Unai Ropero,pt POR,Forward,Midfielder,Bundliga,21,2002,26,11,1032,11.5,1,1,2,1,0,0,3,0,2.7,2.7,0.8,3.5,21,17,112,0.09,0.09,0.17,0.09,0.17,0.23,0.07,0.3,0.23,0.3
1804,Vitor Roque,es ESP,Defender,, Premier League,30,1993,21,11,1031,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0,0.17,0.17,0.17,0.1,0.1,0.2,0.1,0.2
1133,Luke Shaw,es ESP,MiDefenderielder,, La Liga,33,1989,23,10,1030,11.4,0,3,3,0,0,0,4,0,0.7,0.7,1.2,1.9,11,94,17,0,0.26,0.26,0,0.26,0.06,0.1,0.17,0.06,0.17
107,Valentin Rosier,sct SCO,MiDefenderielder,Forward, Premier League,20,2002,21,10,1027,11.4,0,2,2,0,0,0,3,0,1.5,1.5,1.9,3.5,37,57,70,0,0.18,0.18,0,0.18,0.13,0.17,0.3,0.13,0.3
1661,Francesco Rossi,rs SRB,MiDefenderielder,, Ligue 1,34,1988,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,14,83,8,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1
1409,Joe Rothwell,fr FRA,Forward,, Ligue 1,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,4.9,4.1,1.2,5.3,12,30,85,0.18,0.09,0.26,0.09,0.18,0.43,0.11,0.54,0.36,0.47
1578,Kingsley Ehizibue,fr FRA,Defender,,Bundliga,21,2001,20,10,1026,11.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,27,52,34,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
2206,Davide Frattesi,eng ENG,Forward,Midfielder,Premier League,29,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,7,8,22,0,0,0,0,0,0,0.19,0.19,0,0.19
850,Trevoh Chalobah,fr FRA,Forward,Midfielder, Ligue 1,19,2004,23,11,1025,11.4,3,0,3,3,0,0,2,0,1.9,1.9,0.5,2.4,18,35,47,0.26,0,0.26,0.26,0.26,0.17,0.04,0.21,0.17,0.21
2208,Natan,es ESP,Defender,,Premier League,26,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11,27,38,0,0,0,0,0,0.04,0.16,0.2,0.04,0.2
2553,Kenan Yıldız,ma MAR,MiDefenderielder,, Ligue 1,21,2002,14,12,1025,11.4,0,0,0,0,0,0,4,1,0.2,0.2,0.4,0.6,27,70,15,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
1652,Fabian Rüdlin,ma MAR,Defender,, Serie A,29,1994,16,10,1024,11.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,42,6,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
1269,Javier Rueda Garcia,de GER,MiDefenderielder,Forward,Bundliga,25,1998,14,11,1023,11.4,2,2,4,2,0,0,1,0,0.9,0.9,2.5,3.4,20,56,50,0.18,0.18,0.35,0.18,0.35,0.08,0.22,0.3,0.08,0.3
2212,Gonçalo Guedes,es ESP,GK,,La Liga,40,1982,2,2,180,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,Paulo Azzi,fr FRA,Defender,, Ligue 1,18,2005,13,11,1022,11.4,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,30,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03
1159,Andrea Belotti,at AUT,Forward,Midfielder,Bundliga,26,1996,23,10,1021,11.3,1,1,2,1,0,0,1,0,1.8,1.8,0.7,2.5,22,19,62,0.09,0.09,0.18,0.09,0.18,0.16,0.06,0.22,0.16,0.22
1911,Emil Holm,de GER,MiDefenderielder,,Bundliga,22,2000,20,10,1021,11.3,1,2,3,1,0,0,3,0,1.7,1.7,0.9,2.6,19,45,28,0.09,0.18,0.26,0.09,0.26,0.15,0.08,0.23,0.15,0.23
70,Matteo Lovato,es ESP,MiDefenderielder,, La Liga,25,1998,29,10,1020,11.3,1,1,2,1,0,0,6,0,1.2,1.2,1.6,2.8,12,23,45,0.09,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25
2312,Jadon Sancho,fr FRA,Forward,Midfielder, Ligue 1,28,1995,27,11,1020,11.3,7,1,8,7,0,0,1,0,5.7,5.7,0.9,6.6,18,26,95,0.62,0.09,0.71,0.62,0.71,0.5,0.08,0.58,0.5,0.58
394,Jakub Kiwior,sct SCO,MiDefenderielder,Forward, Premier League,25,1998,19,12,1019,11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3
1104,Aleksandar Sedlar,nl NED,MiDefenderielder,Forward, Serie A,25,1998,18,13,1019,11.3,3,3,6,2,1,1,2,0,3.1,2.3,1.2,3.5,43,38,56,0.26,0.26,0.53,0.18,0.44,0.27,0.1,0.38,0.21,0.31
2220,Gavi,us USA,Forward,Midfielder,Premier League,20,2002,9,2,235,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,3,12,14,0,0.38,0.38,0,0.38,0.11,0.18,0.29,0.11,0.29
2221,Oliver Arblaster,us USA,Midfielder,Forward,de Bundesliga,20,2002,11,1,280,3.1,0,0,0,0,0,0,1,0,0.8,0.8,0.8,1.6,8,20,19,0,0,0,0,0,0.27,0.25,0.52,0.27,0.52
536,Florent Ogier,ng NGA,Forward,, Serie A,24,1999,24,12,1017,11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,52,51,135,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35
2296,Adam Obert,es ESP,Defender,Forward, La Liga,27,1996,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.8,0.8,1.3,2.1,22,54,50,0.18,0.09,0.27,0.18,0.27,0.07,0.11,0.19,0.07,0.19
2224,Sofyan Amrabat,pt POR,Midfielder,Forward,Premier League,18,2005,4,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
336,Andre Brooks,it ITA,Forward,Midfielder, Serie A,26,1997,24,10,1016,11.3,3,1,4,3,0,0,2,0,2.9,2.9,1.1,4,13,26,73,0.27,0.09,0.35,0.27,0.35,0.25,0.1,0.35,0.25,0.35
423,Dominic Sadi,se SWE,MiDefenderielder,, Serie A,23,1999,26,11,1016,11.3,0,2,2,0,0,0,7,0,1.5,1.5,1.1,2.5,19,37,53,0,0.18,0.18,0,0.18,0.13,0.09,0.22,0.13,0.22
1907,Isak Hien,de GER,Forward,,Bundliga,22,2000,24,10,1016,11.3,6,2,8,6,0,0,1,0,4.9,4.9,2.4,7.3,36,13,95,0.53,0.18,0.71,0.53,0.71,0.44,0.21,0.65,0.44,0.65
2395,Oriol Romeu,eng ENG,MiDefenderielder,, Premier League,19,2003,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24,50,35,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22
