Rank,Player,Nation,Primary_Positions,Secondary_Position,Competion,Age,Born,MP,Starts,Minutes,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1193,Leon Goretzka,se SWE,Forward,, Premier League,23,1999,30,27,2255,25.1,21,2,23,16,5,6,1,0,20.3,15.6,3.7,19.3,68,71,129,0.84,0.08,0.92,0.64,0.72,0.81,0.15,0.96,0.62,0.77
19,Lilian Egloff,ng NGA,Forward,, Ligue 1,23,2000,32,27,2252,25,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40,17,127,0.32,0.04,0.36,0.32,0.36,0.5,0.07,0.57,0.5,0.57
395,Enzo Millot,eng ENG,MiDefenderielder,, Premier League,27,1995,33,23,2252,25,4,2,6,4,0,0,4,1,1.9,1.9,2.1,4,19,90,36,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16
789,Hjalmar Ekdal,eng ENG,Forward,,Premier League,18,2004,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,1,3,2.65,0,2.65,2.65,2.65,0.82,0,0.82,0.82,0.82
790,Hugo Ekitike,cm CMR,Midfielder,,Ligue 1,18,2004,4,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
913,Joe Scally,nl NED,Defender,,Bundliga,22,2000,31,27,2251,25,9,7,16,9,0,0,6,0,8.2,8.2,5.9,14,153,49,348,0.36,0.28,0.64,0.36,0.64,0.33,0.23,0.56,0.33,0.56
792,Emmanuel Ekong,cm CMR,Defender,,Serie A,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,Kieran Trippier,be BEL,GoalKeeper,,Bundliga,31,1992,25,25,2250,25,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01
735,Michel Aebischer,jp JPN,Defender,Midfielder,Bundliga,25,1998,30,26,2246,25,7,2,9,7,0,0,2,0,5,5,3.1,8.1,49,78,139,0.28,0.08,0.36,0.28,0.36,0.2,0.12,0.32,0.2,0.32
599,Hiroki Ito,br BRA,Defender,Forward, La Liga,21,2002,34,24,2245,24.9,1,8,9,1,0,0,8,0,1.5,1.5,4.2,5.7,151,97,240,0.04,0.32,0.36,0.04,0.36,0.06,0.17,0.23,0.06,0.23
2143,Hassane Kamara,fr FRA,MiDefenderielder,, Ligue 1,22,2000,32,27,2244,24.9,3,2,5,3,0,0,5,0,3.3,3.3,2.7,6,106,154,152,0.12,0.08,0.2,0.12,0.2,0.13,0.11,0.24,0.13,0.24
2412,Elif Elmas,ar ARG,Defender,, Premier League,26,1997,31,26,2242,24.9,4,5,9,4,0,0,13,0,2,2,1.7,3.7,31,127,4,0.16,0.2,0.36,0.16,0.36,0.08,0.07,0.15,0.08,0.15
1016,Mohamed Elneny,de GER,MiDefenderielder,,Bundliga,28,1995,30,25,2241,24.9,6,7,13,6,0,0,3,0,5,5,5.3,10.2,66,176,71,0.24,0.28,0.52,0.24,0.52,0.2,0.21,0.41,0.2,0.41
799,Luca Netz,de GER,Midfielder,Defender,de Bundesliga,20,2002,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,2,2,0,0,0,0,0,0.15,0,0.15,0.15,0.15
1755,Julian Brandt,fr FRA,MiDefenderielder,Forward,Bundliga,21,2002,31,27,2241,24.9,5,4,9,4,1,1,5,0,5.3,4.5,3.9,8.4,46,127,167,0.2,0.16,0.36,0.16,0.32,0.21,0.16,0.37,0.18,0.34
801,Simon Adingra,se SWE,Defender,,Premier League,24,1998,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,11,1,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03
802,Breel Embolo,fr FRA,Forward,,Ligue 1,21,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.3,0.3,0,0.3
2372,Clinton Mata,us USA,Defender,,Bundliga,20,2002,31,25,2236,24.8,1,4,5,1,0,0,4,0,0.6,0.6,1.4,1.9,39,75,75,0.04,0.16,0.2,0.04,0.2,0.02,0.06,0.08,0.02,0.08
804,Alexsandro Ribeiro,se SWE,Forward,,Serie A,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.19,0.19,0,0.19
2639,Ismaël Traoré,eng ENG,Defender,, Premier League,32,1990,28,26,2236,24.8,1,10,11,1,0,0,5,0,0.7,0.7,7.5,8.2,34,157,128,0.04,0.4,0.44,0.04,0.44,0.03,0.3,0.33,0.03,0.33
32,Erhan Mašović,ch SUI,MiDefenderielder,, Serie A,26,1997,36,26,2230,24.8,0,1,1,0,0,0,8,0,1.1,1.1,1.5,2.6,26,125,55,0,0.04,0.04,0,0.04,0.04,0.06,0.11,0.04,0.11
1201,Gorka Guruzeta,jp JPN,Defender,,Bundliga,24,1999,26,25,2228,24.8,0,2,2,0,0,0,1,0,0.9,0.9,2,2.9,29,121,32,0,0.08,0.08,0,0.08,0.04,0.08,0.12,0.04,0.12
1293,Jhon Lucumí,ci CIV,Defender,, Serie A,29,1994,35,27,2225,24.7,1,1,2,1,0,0,4,0,1.9,1.9,2.8,4.8,61,81,93,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19
809,Mateo Retegui,mk MKD,Forward,Midfielder,Serie A,23,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26,0.53,0,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19
810,Carl Starfelt,mk MKD,Midfielder,Forward,de Bundesliga,23,1999,14,2,266,3,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9,9,18,0,0,0,0,0,0.27,0.04,0.31,0.27,0.31
811,Gerard Moreno,eg EGY,Midfielder,,Premier League,31,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,0,0,0,0,0,0,0.26,0,0.26,0.26,0.26
1890,Aarón Escandell,de GER,Defender,,Bundliga,20,2003,30,25,2225,24.7,0,4,4,0,0,0,2,0,1,1,3,3.9,46,81,99,0,0.16,0.16,0,0.16,0.04,0.12,0.16,0.04,0.16
370,Jack Harrison,de GER,MiDefenderielder,Forward,Bundliga,27,1996,32,26,2223,24.7,7,11,18,7,0,0,2,0,4.4,4.4,9.5,13.8,74,116,158,0.28,0.45,0.73,0.28,0.73,0.18,0.38,0.56,0.18,0.56
26,Bernardo Espinosa,ci CIV,Forward,, Premier League,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8,111,50,278,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32
815,Niclas Füllkrug,ch SUI,Forward,,Ligue 1,26,1997,5,2,182,2,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,8,7,20,0.49,0,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41
1656,Luca Mazzitelli,ao ANG,Defender,, Ligue 1,30,1992,28,25,2220,24.7,0,3,3,0,0,0,6,0,0.6,0.6,2.2,2.8,32,97,60,0,0.12,0.12,0,0.12,0.02,0.09,0.11,0.02,0.11
2223,Oscar Estupiñan,br BRA,Defender,, Ligue 1,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,2,2,0.5,2.6,15,82,7,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1
2631,Craig Dawson,ci CIV,Defender,, Ligue 1,36,1986,26,25,2220,24.7,2,0,2,2,0,0,2,0,0.8,0.8,0.2,1,1,32,1,0.08,0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
1653,Karl Etta,rs SRB,Defender,Midfielder,Bundliga,24,1998,29,24,2219,24.7,0,0,0,0,0,0,7,0,1.1,1.1,0.3,1.4,15,47,10,0,0,0,0,0,0.04,0.01,0.06,0.04,0.06
1075,Enzo Fernández,es ESP,Forward,, La Liga,26,1996,32,30,2217,24.6,14,5,19,14,0,1,2,0,11.6,10.8,2.4,13.2,18,55,102,0.57,0.2,0.77,0.57,0.77,0.47,0.1,0.57,0.44,0.54
1529,Serhou Guirassy,co COL,Defender,, Serie A,25,1998,29,23,2217,24.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,28,93,4,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
2217,Abde Ezzalzouli,it ITA,Forward,, Serie A,24,1999,29,26,2216,24.6,7,2,9,6,1,1,5,0,5.8,5,0.7,5.8,18,17,112,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24
2503,Chancel Mbemba,se SWE,Defender,, La Liga,28,1995,27,26,2216,24.6,1,0,1,1,0,0,4,0,1.4,1.4,0.2,1.6,5,38,1,0.04,0,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06
1805,Jonas Hofmann,es ESP,Forward,, La Liga,31,1992,30,28,2215,24.6,10,6,16,8,2,3,0,0,9.7,7.3,5.3,12.6,48,155,199,0.41,0.24,0.65,0.33,0.57,0.39,0.22,0.61,0.3,0.51
825,Mathias Jensen,es ESP,GK,,La Liga,27,1995,2,1,153,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Nicolò Fagioli,eng ENG,MiDefenderielder,Forward, Premier League,26,1996,29,25,2214,24.6,3,3,6,3,0,0,1,0,3.6,3.6,3.4,7,65,62,135,0.12,0.12,0.24,0.12,0.24,0.14,0.14,0.28,0.14,0.28
827,Romain Faivre,co COL,Defender,,La Liga,34,1989,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,Montassar Talbi,de GER,Forward,,Bundliga,30,1993,29,27,2212,24.6,12,8,20,9,3,3,1,0,12.4,10,3.1,13.2,17,49,119,0.49,0.33,0.81,0.37,0.69,0.5,0.13,0.63,0.41,0.54
1685,Ilhan Fakili,it ITA,MiDefenderielder,, Serie A,27,1995,29,26,2210,24.6,5,0,5,5,0,0,6,1,2.3,2.3,1.1,3.4,18,167,53,0.2,0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14
830,Radamel Falcao,co COL,Forward,,Ligue 1,26,1996,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,5,2,8,0,0,0,0,0,0.18,0.01,0.18,0.18,0.18
654,Lamine Yamal,eng ENG,Defender,, Premier League,33,1990,25,25,2209,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12
832,Andrej Kramarić,cm CMR,Forward,,La Liga,19,2004,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867,Federico Chiesa,ar ARG,MiDefenderielder,, Premier League,22,2001,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8,52,210,54,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33
1065,Davide Faraoni,gn GUI,Forward,,Bundliga,27,1996,28,25,2208,24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,32,56,183,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99
835,Marco Friedl,ma MAR,Forward,Midfielder,La Liga,21,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12,0,0,0,0,0,0.28,0.09,0.37,0.28,0.37
1694,Ansu Fati,cd COD,Defender,, Ligue 1,28,1994,25,25,2207,24.5,2,2,4,2,0,0,1,0,1.8,1.8,1,2.8,16,131,10,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12
1148,Florian Kainz,de GER,MiDefenderielder,,Bundliga,31,1992,32,26,2204,24.5,5,7,12,5,0,0,3,0,5.9,5.9,8.1,14.1,63,119,221,0.2,0.29,0.49,0.2,0.49,0.24,0.33,0.57,0.24,0.57
1230,Omar Alderete,dk DEN,MiDefenderielder,, Premier League,27,1996,32,27,2204,24.5,3,3,6,3,0,0,5,0,0.7,0.7,4,4.7,19,123,66,0.12,0.12,0.25,0.12,0.25,0.03,0.16,0.19,0.03,0.19
839,Antonio Raillo,it ITA,Midfielder,,Serie A,22,2001,8,4,437,4.9,0,2,2,0,0,0,1,0,0.4,0.4,0.7,1.1,8,23,15,0,0.41,0.41,0,0.41,0.08,0.15,0.23,0.08,0.23
840,Przemysław Frankowski,fr FRA,Midfielder,Forward,Premier League,25,1998,5,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,5,4,0,0,0,0,0,0.34,0,0.34,0.34,0.34
2547,Alex Iwobi,tn TUN,Defender,, Ligue 1,25,1998,25,25,2204,24.5,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,15,88,7,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
842,Felipe,fr FRA,Midfielder,Forward,Ligue 1,17,2006,3,1,94,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,4,7,0,0,0,0,0,0.17,0.03,0.2,0.17,0.2
843,Luiz Felipe,co COL,Forward,Defender,La Liga,37,1986,22,2,407,4.5,1,0,1,0,1,1,4,0,2.7,2,0.3,2.2,7,7,23,0.22,0,0.22,0,0,0.6,0.06,0.67,0.43,0.49
2792,Castello Lukeba,es ESP,Forward,, La Liga,16,2007,37,22,2201,24.5,5,5,10,5,0,0,3,0,5.2,5.2,6.2,11.4,123,80,350,0.2,0.2,0.41,0.2,0.41,0.21,0.25,0.47,0.21,0.47
1385,Wilfried Singo,hr CRO,MiDefenderielder,Forward,Bundliga,32,1991,30,25,2199,24.4,15,6,21,10,5,5,4,0,11.1,7.1,7.3,14.5,71,119,175,0.61,0.25,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59
524,Davide Calabria,it ITA,Forward,, Serie A,25,1997,33,25,2197,24.4,9,2,11,8,1,1,1,0,6.4,5.6,6.2,11.9,111,70,216,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49
847,Keven Schlotterbeck,it ITA,Defender,,Serie A,31,1991,8,4,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,7,17,16,0,0.23,0.23,0,0.23,0.02,0.08,0.11,0.02,0.11
911,Dominik Kohr,at AUT,Defender,,Bundliga,25,1998,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,4,59,2,0.04,0,0.04,0.04,0.04,0.01,0,0.01,0.01,0.01
849,Jordan Veretout,es ESP,Midfielder,Forward,La Liga,20,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,6,4,5,0,0,0,0,0,1.34,0,1.34,1.34,1.34
1283,Sead Kolašinac,at AUT,MiDefenderielder,Forward,Bundliga,30,1992,33,29,2197,24.4,5,4,9,0,5,5,4,0,5,1,3.3,4.3,40,124,100,0.2,0.16,0.37,0,0.16,0.2,0.13,0.34,0.04,0.18
68,Dilane Bakwa,py PAR,Defender,, La Liga,26,1996,31,24,2195,24.4,0,1,1,0,0,0,8,1,1.2,1.2,1,2.2,23,98,9,0,0.04,0.04,0,0.04,0.05,0.04,0.09,0.05,0.09
2176,Joshua Kimmich,es ESP,Defender,, La Liga,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2,3.4,24,80,4,0.12,0.08,0.21,0.12,0.21,0.06,0.08,0.14,0.06,0.14
905,Carlos Fernández,pl POL,Defender,, Ligue 1,28,1995,30,24,2192,24.4,3,2,5,2,1,2,4,0,3.7,2.1,3.8,5.9,56,112,210,0.12,0.08,0.21,0.08,0.16,0.15,0.16,0.31,0.09,0.24
1205,Moussa Diaby,ng NGA,Forward,Midfielder, Premier League,27,1996,30,25,2192,24.4,5,2,7,5,0,0,2,0,5.3,5.3,4.7,10,109,147,175,0.21,0.08,0.29,0.21,0.29,0.22,0.19,0.41,0.22,0.41
855,Raúl Fernández,br BRA,Defender,,Premier League,34,1989,7,4,375,4.2,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1,6,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
856,Marshall Munetsi,it ITA,Defender,,La Liga,26,1997,4,4,360,4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,4,0,0,0,0,0,0,0.02,0.06,0.07,0.02,0.07
1535,Fernando,fr FRA,Defender,,Bundliga,20,2002,32,24,2191,24.3,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.9,23,107,9,0.04,0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04
2442,Dominic Calvert-Lewin,ci CIV,Defender,, Ligue 1,22,2000,25,24,2187,24.3,1,1,2,1,0,0,8,1,0.8,0.8,1,1.9,38,145,31,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.08,0.03,0.08
424,Ichem Ferrah,it ITA,Defender,, Serie A,26,1996,29,26,2185,24.3,1,3,4,1,0,0,5,2,1.3,1.3,1.2,2.5,31,140,66,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1
2382,Andrea Ferraris,de GER,Defender,,Bundliga,26,1997,27,24,2185,24.3,5,1,6,5,0,0,9,0,2,2,0.6,2.7,9,93,15,0.21,0.04,0.25,0.21,0.25,0.08,0.03,0.11,0.08,0.11
1352,Dani Carvajal,de GER,Defender,Midfielder,Bundliga,29,1994,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19,99,26,0.04,0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12
2692,Diego Llorente,fr FRA,MiDefenderielder,, Ligue 1,30,1993,29,24,2183,24.3,1,2,3,1,0,0,4,0,2.9,2.9,5,7.9,53,194,81,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33
1354,Gianluigi Donnarumma,ba BIH,Defender,, Serie A,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32,94,30,0.04,0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1
192,Nacho Ferri,fr FRA,Forward,Midfielder, Ligue 1,20,2002,31,25,2177,24.2,3,6,9,3,0,0,4,1,3.2,3.2,6.2,9.4,94,92,204,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39
1339,Rachad Fettal,de GER,MiDefenderielder,Defender,Bundliga,28,1995,28,27,2176,24.2,1,6,7,1,0,0,1,1,1.1,1.1,7.1,8.3,56,229,114,0.04,0.25,0.29,0.04,0.29,0.05,0.3,0.34,0.05,0.34
866,Seydou Fini,es ESP,Forward,,La Liga,27,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,1.5,0.7,0.5,1.3,5,4,13,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28
689,Obite N'Dicka,fr FRA,Forward,Midfielder, Premier League,24,1999,38,25,2174,24.2,6,8,14,6,0,0,1,0,7,7,6.6,13.6,94,72,183,0.25,0.33,0.58,0.25,0.58,0.29,0.27,0.56,0.29,0.56
868,Vincenzo Fiorillo,es ESP,GK,,La Liga,35,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,Kilian Fischer,zw ZIM,MiDefenderielder,, Ligue 1,27,1996,27,25,2173,24.1,4,3,7,4,0,0,5,0,6.2,6.2,1,7.2,19,67,81,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3
870,John Fleck,es ESP,GK,,La Liga,33,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Ellyes Skhiri,eng ENG,Forward,, Premier League,26,1997,32,26,2171,24.1,7,2,9,5,2,2,2,0,12.9,11.4,3.1,14.5,36,31,122,0.29,0.08,0.37,0.21,0.29,0.54,0.13,0.66,0.47,0.6
872,Chadi Riad,fr FRA,Forward,,Ligue 1,17,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
873,Danilho Doekhi,it ITA,Midfielder,,Serie A,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,Ørjan Nyland,es ESP,Defender,, La Liga,31,1992,28,25,2171,24.1,4,3,7,4,0,0,5,1,1.7,1.7,2.7,4.4,30,82,168,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18
1490,Rasmus Højlund,es ESP,Defender,, Serie A,29,1993,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20,75,5,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04
751,Kylian Mbappé,it ITA,GoalKeeper,, Ligue 1,24,1999,25,25,2169,24.1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Sergi Darder,es ESP,Forward,Midfielder,de Bundesliga,18,2004,8,0,74,0.8,1,0,1,1,0,0,0,0,1.2,1.2,0,1.2,0,2,8,1.22,0,1.22,1.22,1.22,1.43,0.05,1.48,1.43,1.48
878,Mikel Oyarzabal,ma MAR,Forward,,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.41,0.12,0.53,0.41,0.53
879,Trent Alexander-Arnold,it ITA,Defender,Forward,Serie A,17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,2,0,0,0,0,0,0.34,0,0.34,0.34,0.34
1858,Tiago Fonseca Morais,ci CIV,Defender,, Serie A,23,1999,25,25,2168,24.1,0,3,3,0,0,0,6,0,1,1,1,2,26,87,11,0,0.12,0.12,0,0.12,0.04,0.04,0.09,0.04,0.09
881,Pablo Fornals,it ITA,GK,,Serie A,33,1990,4,4,360,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Thierry Correia,de GER,Defender,Midfielder,de Bundesliga,22,2000,6,4,291,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,6,9,0,0,0,0,0,0.03,0.03,0.07,0.03,0.07
883,Borja Mayoral,sct SCO,Midfielder,Defender,Premier League,31,1991,4,1,92,1,0,0,0,0,0,0,1,0,0,0,0.4,0.4,2,3,0,0,0,0,0,0,0,0.44,0.44,0,0.44
2451,Omari Forson,tn TUN,MiDefenderielder,,Bundliga,28,1995,27,24,2168,24.1,2,2,4,2,0,0,1,0,2.3,2.3,1,3.3,10,110,28,0.08,0.08,0.17,0.08,0.17,0.1,0.04,0.14,0.1,0.14
2222,Philipp Förster,ma MAR,Defender,, La Liga,20,2003,26,24,2164,24,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4,34,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
738,Héctor Fort,nl NED,Defender,,Bundliga,25,1998,24,24,2160,24,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7,65,6,0.08,0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06
1932,Takefusa Kubo,no NOR,GoalKeeper,, La Liga,32,1990,24,24,2160,24,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0,0,1,0,0,0,0,0,0,0.02,0.02,0,0.02
1173,Adam Smith,dk DEN,Forward,, Premier League,20,2003,30,25,2158,24,10,2,12,10,0,0,2,0,7.6,7.6,1.6,9.2,36,33,111,0.42,0.08,0.5,0.42,0.5,0.32,0.07,0.38,0.32,0.38
1691,Aleksandr Golovin,fr FRA,Forward,, Ligue 1,24,1998,29,24,2158,24,27,7,34,21,6,8,4,0,21,14.5,5.7,20.2,114,122,286,1.13,0.29,1.42,0.88,1.17,0.87,0.24,1.11,0.6,0.84
640,Matheus França,es ESP,MiDefenderielder,, La Liga,29,1993,36,21,2157,24,2,5,7,2,0,0,4,0,2.2,2.2,6.4,8.6,56,132,75,0.08,0.21,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36
2012,Adrien Tameze,es ESP,Forward,Midfielder, La Liga,26,1997,33,23,2156,24,9,3,12,7,2,2,3,0,9.1,7.5,1.7,9.2,27,39,126,0.38,0.13,0.5,0.29,0.42,0.38,0.07,0.45,0.31,0.39
71,Adrien Truffert,eng ENG,Defender,, Premier League,24,1998,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4
893,Nathan Fraser,pt POR,Forward,,Ligue 1,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,3,2,0,0,0,0,0,0.7,0,0.7,0.7,0.7
894,Paweł Dawidowicz,es ESP,Midfielder,Forward,Premier League,27,1996,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,29,27,0,0,0,0,0,0.07,0.07,0.13,0.07,0.13
582,Jean Frederic N'Guessan,pt POR,Defender,, La Liga,24,1999,31,25,2154,23.9,0,2,2,0,0,0,4,1,0.6,0.6,2.1,2.7,40,80,56,0,0.08,0.08,0,0.08,0.03,0.09,0.11,0.03,0.11
1681,Matty Cash,es ESP,Forward,, La Liga,26,1997,27,25,2153,23.9,15,1,16,11,4,4,2,0,11.9,8.7,1.4,10.1,27,67,100,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42
897,Luca Caldirola,eng ENG,Forward,,Premier League,19,2004,4,1,70,0.8,0,1,1,0,0,0,0,0,0,0,0.2,0.2,1,2,2,0,1.29,1.29,0,1.29,0.04,0.23,0.27,0.04,0.27
898,Arnaud Kalimuendo,de GER,Midfielder,Forward,de Bundesliga,28,1995,13,3,385,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,7,21,19,0,0,0,0,0,0.11,0.11,0.22,0.11,0.22
899,Grischa Prömel,es ESP,Defender,,La Liga,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0,0,0.8,0.8,3,7,38,0,0.57,0.57,0,0.57,0,0.23,0.23,0,0.23
1395,Marvin Senaya,jp JPN,Forward,Midfielder, La Liga,22,2001,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,3.5,6.4,9.9,136,89,231,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42
2459,Mohamed Simakan,eng ENG,Defender,, Premier League,32,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24,89,28,0,0.08,0.08,0,0.08,0,0.05,0.06,0,0.06
991,Leroy Sané,ru RUS,MiDefenderielder,Forward, Ligue 1,27,1996,25,25,2147,23.9,6,6,12,6,0,0,8,1,3.4,3.4,4.7,8,50,172,157,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34
903,Shiō Fukuda,br BRA,Midfielder,Forward,Premier League,19,2004,10,1,232,2.6,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.2,12,8,12,0,0.39,0.39,0,0.39,0.14,0.34,0.48,0.14,0.48
